         300   0.0000000000000000     
         305   0.0000000000000000     
         311   0.0000000000000000     
         317   0.0000000000000000     
         323   0.0000000000000000     
         330   0.0000000000000000     
         336   1.5625000000000000E-002
         343   0.0000000000000000     
         349   0.0000000000000000     
         356   0.0000000000000000     
         363   0.0000000000000000     
         370   0.0000000000000000     
         377   0.0000000000000000     
         384   0.0000000000000000     
         392   1.5625000000000000E-002
         399   0.0000000000000000     
         407   1.5625000000000000E-002
         415   0.0000000000000000     
         423   1.5625000000000000E-002
         431   1.5625000000000000E-002
         440   0.0000000000000000     
         448   1.5625000000000000E-002
         457   1.5625000000000000E-002
         466   0.0000000000000000     
         475   0.0000000000000000     
         484   0.0000000000000000     
         493   1.5625000000000000E-002
         503   0.0000000000000000     
         513   0.0000000000000000     
         523   1.5625000000000000E-002
         533   0.0000000000000000     
         543   0.0000000000000000     
         553   0.0000000000000000     
         564   0.0000000000000000     
         575   1.5625000000000000E-002
         586   1.5625000000000000E-002
         598   1.5625000000000000E-002
         609   1.5625000000000000E-002
         621   1.5625000000000000E-002
         633   1.5625000000000000E-002
         645   1.5625000000000000E-002
         658   1.5625000000000000E-002
         671   1.5625000000000000E-002
         684   1.5625000000000000E-002
         697   3.1250000000000000E-002
         710   1.5625000000000000E-002
         724   3.1250000000000000E-002
         738   1.5625000000000000E-002
         752   3.1250000000000000E-002
         767   1.5625000000000000E-002
         782   3.1250000000000000E-002
         797   3.1250000000000000E-002
         812   3.1250000000000000E-002
         828   3.1250000000000000E-002
         844   3.1250000000000000E-002
         860   3.1250000000000000E-002
         877   4.6875000000000000E-002
         894   3.1250000000000000E-002
         911   4.6875000000000000E-002
         929   4.6875000000000000E-002
         947   4.6875000000000000E-002
         965   4.6875000000000000E-002
         984   4.6875000000000000E-002
        1003   6.2500000000000000E-002
        1023   4.6875000000000000E-002
        1042   6.2500000000000000E-002
        1063   7.8125000000000000E-002
        1083   6.2500000000000000E-002
        1104   6.2500000000000000E-002
        1125   7.8125000000000000E-002
        1147   7.8125000000000000E-002
        1169   9.3750000000000000E-002
        1192   9.3750000000000000E-002
        1215   9.3750000000000000E-002
        1239  0.10937500000000000     
        1263  0.10937500000000000     
        1287  0.10937500000000000     
        1312  0.12500000000000000     
        1337  0.12500000000000000     
        1363  0.12500000000000000     
        1390  0.14062500000000000     
        1417  0.14062500000000000     
        1444  0.15625000000000000     
        1472  0.17187500000000000     
        1500  0.17187500000000000     
        1530  0.17187500000000000     
        1559  0.20312500000000000     
        1589  0.20312500000000000     
        1620  0.20312500000000000     
        1651  0.26562500000000000     
        1683  0.28125000000000000     
        1716  0.28125000000000000     
        1749  0.26562500000000000     
        1783  0.29687500000000000     
        1818  0.29687500000000000     
        1853  0.32812500000000000     
        1889  0.34375000000000000     
        1925  0.35937500000000000     
        1963  0.37500000000000000     
        2000  0.39062500000000000     
